score_vector Network.target (#0 - General-0-20190613-14:26:34-6341),
34,0.037599999999999994
34,0.094399999999999983
34,0.077600000000000002
34,0.114400000000000001
34,0.0344
34,0.301599999999999976
34,0.254399999999999958
